volcano_number,volcano_name,eruption_number,eruption_category,start_year,start_month,start_day,end_year,end_month,end_day,latitude,longitude
266100,Lokon-Empung,16456,Uncertain Eruption,1984.0,6.0,5.0,1984.0,11.0,16.0,1.358,124.792
256010,Tinakula,15202,Confirmed Eruption,1984.0,6.0,3.0,1985.0,6.0,13.0,-10.386,165.804
266030,Soputan,16429,Confirmed Eruption,1984.0,5.0,24.0,1984.0,8.0,31.0,1.112,124.73700000000001
263310,Tengger Caldera,16059,Confirmed Eruption,1984.0,5.0,12.0,1984.0,5.0,31.0,-7.942,112.95
264150,Paluweh,16271,Confirmed Eruption,1984.0,5.0,9.0,1984.0,5.0,21.0,-8.32,121.708
285070,Akan,18700,Confirmed Eruption,1984.0,5.0,1.0,1984.0,5.0,1.0,43.38399999999999,144.013
211060,Etna,13812,Confirmed Eruption,1984.0,4.0,28.0,1984.0,10.0,18.0,37.748000000000005,14.999
357110,Llaima,12066,Confirmed Eruption,1984.0,4.0,20.0,1984.0,11.0,26.0,-38.692,-71.729
282110,Asosan,17343,Confirmed Eruption,1984.0,4.0,13.0,1985.0,6.0,24.0,32.884,131.10399999999998
241100,Ruapehu,14650,Confirmed Eruption,1984.0,4.0,2.0,,,,-39.28,175.57
345020,Rincon de la Vieja,11100,Confirmed Eruption,1984.0,3.0,31.0,1984.0,4.0,16.0,10.83,-85.324
353010,Fernandina,11672,Confirmed Eruption,1984.0,3.0,30.0,,,,-0.37,-91.55
332020,Mauna Loa,10226,Confirmed Eruption,1984.0,3.0,25.0,1984.0,4.0,15.0,19.475,-155.608
300270,Sheveluch,19581,Confirmed Eruption,1984.0,3.0,17.0,1984.0,9.0,6.0,56.653,161.36
300260,Klyuchevskoy,19465,Confirmed Eruption,1984.0,3.0,10.0,1985.0,1.0,28.0,56.056000000000004,160.642
284100,Kaitoku Seamount,18374,Confirmed Eruption,1984.0,3.0,8.0,1984.0,3.0,26.0,26.127,141.102
243080,Home Reef,14770,Confirmed Eruption,1984.0,3.0,1.0,1984.0,3.0,5.0,-18.992,-174.775
223020,Nyamuragira,14071,Confirmed Eruption,1984.0,2.0,23.0,1984.0,3.0,14.0,-1.4080000000000001,29.2
300250,Bezymianny,19361,Confirmed Eruption,1984.0,2.0,5.0,1984.0,12.0,16.0,55.972,160.595
263140,Galunggung,15722,Confirmed Eruption,1984.0,1.0,9.0,1984.0,1.0,31.0,-7.25,108.05799999999999
241040,Whakaari/White Island,14489,Confirmed Eruption,1983.0,12.0,26.0,1984.0,2.0,12.0,-37.52,177.18
263310,Tengger Caldera,16058,Confirmed Eruption,1983.0,12.0,21.0,1983.0,12.0,21.0,-7.942,112.95
333010,Teahitia,10301,Confirmed Eruption,1983.0,12.0,18.0,1984.0,7.0,14.0,-17.564,-148.821
233020,"Fournaise, Piton de la",14371,Confirmed Eruption,1983.0,12.0,4.0,1984.0,2.0,18.0,-21.244,55.708
312030,Pavlof,20148,Confirmed Eruption,1983.0,11.0,11.0,1983.0,12.0,18.0,55.417,-161.894
252120,Ulawun,15055,Confirmed Eruption,1983.0,11.0,6.0,1984.0,3.0,13.0,-5.05,151.33
333060,Macdonald,10321,Confirmed Eruption,1983.0,10.0,27.0,1984.0,1.0,3.0,-28.98,-140.25
357120,Villarrica,12168,Confirmed Eruption,1983.0,10.0,14.0,1983.0,10.0,16.0,-39.42,-71.93
284040,Miyakejima,18272,Confirmed Eruption,1983.0,10.0,3.0,1983.0,10.0,4.0,34.094,139.526
263090,Tangkuban Parahu,15683,Confirmed Eruption,1983.0,9.0,14.0,,,,-6.77,107.6
264250,Iliwerung,16348,Confirmed Eruption,1983.0,8.0,17.0,1983.0,8.0,18.0,-8.53,123.57
268060,Gamalama,16668,Confirmed Eruption,1983.0,8.0,9.0,1983.0,8.0,12.0,0.8,127.33
283120,Kusatsu-Shiranesan,17844,Confirmed Eruption,1983.0,7.0,26.0,1983.0,12.0,21.0,36.618,138.528
266010,Colo,16423,Confirmed Eruption,1983.0,7.0,18.0,1983.0,12.0,16.0,-0.162,121.601
282110,Asosan,17342,Confirmed Eruption,1983.0,7.0,16.0,1983.0,10.0,16.0,32.884,131.10399999999998
284110,Kita-Ioto,18383,Uncertain Eruption,1983.0,7.0,16.0,1983.0,7.0,16.0,25.424,141.284
333010,Teahitia,10300,Confirmed Eruption,1983.0,7.0,12.0,1983.0,7.0,26.0,-17.564,-148.821
312030,Pavlof,20147,Confirmed Eruption,1983.0,7.0,11.0,1983.0,7.0,18.0,55.417,-161.894
311290,Okmok,19849,Confirmed Eruption,1983.0,7.0,8.0,1983.0,7.0,8.0,53.43,-168.13
284096,Nishinoshima,18363,Uncertain Eruption,1983.0,7.0,2.0,1984.0,7.0,2.0,27.247,140.874
261140,Marapi,15472,Confirmed Eruption,1983.0,7.0,2.0,,,,-0.38,100.47399999999999
257040,Ambrym,15284,Confirmed Eruption,1983.0,7.0,2.0,,,,-16.25,168.12
273010,Bulusan,16767,Confirmed Eruption,1983.0,6.0,25.0,1983.0,6.0,29.0,12.769,124.056
312070,Veniaminof,20167,Confirmed Eruption,1983.0,6.0,2.0,1984.0,4.0,17.0,56.17,-159.38
373010,Grimsvotn,12838,Confirmed Eruption,1983.0,5.0,28.0,1983.0,6.0,2.0,64.416,-17.316
267020,Karangetang,16533,Confirmed Eruption,1983.0,5.0,16.0,1988.0,12.0,31.0,2.781,125.40700000000001
284070,Myojinsho,18328,Uncertain Eruption,1983.0,5.0,12.0,,,,31.888,139.918
264220,Iliboleng,16323,Confirmed Eruption,1983.0,5.0,11.0,1984.0,4.0,13.0,-8.342,123.258
263310,Tengger Caldera,16057,Uncertain Eruption,1983.0,4.0,15.0,1983.0,6.0,28.0,-7.942,112.95
283090,Niigata-Yakeyama,17547,Confirmed Eruption,1983.0,4.0,14.0,1983.0,4.0,15.0,36.921,138.036
283110,Asamayama,17807,Confirmed Eruption,1983.0,4.0,8.0,1983.0,4.0,8.0,36.406,138.523
211060,Etna,13811,Confirmed Eruption,1983.0,3.0,28.0,1983.0,8.0,6.0,37.748000000000005,14.999
344120,Concepcion,11068,Confirmed Eruption,1983.0,3.0,16.0,1983.0,3.0,25.0,11.538,-85.62200000000001
333060,Macdonald,10320,Confirmed Eruption,1983.0,3.0,14.0,1983.0,5.0,21.0,-28.98,-140.25
258020,Hunter Island,15368,Discredited Eruption,1983.0,3.0,9.0,,,,-22.4,172.05
341040,Colima,10461,Uncertain Eruption,1983.0,2.0,11.0,1983.0,2.0,15.0,19.514,-103.62
345020,Rincon de la Vieja,11099,Confirmed Eruption,1983.0,2.0,6.0,1983.0,2.0,21.0,10.83,-85.324
332010,Kilauea,10119,Confirmed Eruption,1983.0,1.0,3.0,2018.0,9.0,5.0,19.421,-155.287
222120,"Lengai, Ol Doinyo",14023,Confirmed Eruption,1983.0,1.0,1.0,1993.0,9.0,24.0,-2.764,35.914
261140,Marapi,15471,Confirmed Eruption,1982.0,12.0,16.0,1982.0,12.0,16.0,-0.38,100.47399999999999
284133,Fukujin,18441,Uncertain Eruption,1982.0,12.0,15.0,,,,21.93,143.47
284120,Ioto,18417,Confirmed Eruption,1982.0,11.0,28.0,1982.0,12.0,16.0,24.750999999999998,141.289
290150,Chirpoi,18785,Confirmed Eruption,1982.0,11.0,22.0,,,,46.532,150.871
264220,Iliboleng,16322,Confirmed Eruption,1982.0,11.0,17.0,1982.0,11.0,17.0,-8.342,123.258
283120,Kusatsu-Shiranesan,17843,Confirmed Eruption,1982.0,10.0,26.0,1982.0,12.0,29.0,36.618,138.528
257050,Lopevi,15315,Confirmed Eruption,1982.0,10.0,24.0,1982.0,10.0,25.0,-16.507,168.34599999999998
224010,Cameroon,14132,Confirmed Eruption,1982.0,10.0,16.0,1982.0,11.0,12.0,4.203,9.17
300260,Klyuchevskoy,19464,Confirmed Eruption,1982.0,10.0,7.0,1983.0,6.0,27.0,56.056000000000004,160.642
311320,Akutan,20029,Confirmed Eruption,1982.0,10.0,5.0,1983.0,5.0,16.0,54.13399999999999,-165.986
283110,Asamayama,17806,Confirmed Eruption,1982.0,10.0,2.0,1982.0,10.0,2.0,36.406,138.523
332010,Kilauea,10118,Confirmed Eruption,1982.0,9.0,25.0,1982.0,9.0,26.0,19.421,-155.287
353020,Wolf,11690,Confirmed Eruption,1982.0,8.0,28.0,1982.0,9.0,6.0,0.02,-91.35
266030,Soputan,16428,Confirmed Eruption,1982.0,8.0,26.0,1982.0,11.0,10.0,1.112,124.73700000000001
284070,Myojinsho,18327,Uncertain Eruption,1982.0,8.0,10.0,,,,31.888,139.918
263340,Raung,16146,Confirmed Eruption,1982.0,7.0,18.0,1982.0,7.0,20.0,-8.119,114.056
312030,Pavlof,20146,Uncertain Eruption,1982.0,7.0,15.0,,,,55.417,-161.894
331030,Cleft Segment,20718,Confirmed Eruption,1982.0,7.0,2.0,,,,44.83,-130.3
267020,Karangetang,16532,Confirmed Eruption,1982.0,7.0,2.0,,,,2.781,125.40700000000001
241040,Whakaari/White Island,14488,Discredited Eruption,1982.0,7.0,1.0,,,,-37.52,177.18
223030,Nyiragongo,14104,Confirmed Eruption,1982.0,6.0,21.0,1982.0,10.0,17.0,-1.52,29.25
284110,Kita-Ioto,18382,Uncertain Eruption,1982.0,6.0,16.0,1982.0,6.0,16.0,25.424,141.284
242050,Monowai,14709,Confirmed Eruption,1982.0,5.0,16.0,1982.0,5.0,16.0,-25.886999999999997,-177.188
332010,Kilauea,10117,Confirmed Eruption,1982.0,4.0,30.0,1982.0,5.0,1.0,19.421,-155.287
283110,Asamayama,17805,Confirmed Eruption,1982.0,4.0,26.0,1982.0,4.0,26.0,36.406,138.523
257020,Gaua,15230,Confirmed Eruption,1982.0,4.0,18.0,1982.0,4.0,18.0,-14.27,167.5
284096,Nishinoshima,18362,Uncertain Eruption,1982.0,4.0,16.0,1982.0,4.0,16.0,27.247,140.874
255060,Kavachi,15170,Confirmed Eruption,1982.0,4.0,7.0,1982.0,6.0,2.0,-8.991,157.97899999999998
284210,Esmeralda Bank,18544,Uncertain Eruption,1982.0,4.0,6.0,,,,15.0,145.25
263140,Galunggung,15721,Confirmed Eruption,1982.0,4.0,5.0,1983.0,1.0,8.0,-7.25,108.05799999999999
290390,Alaid,18889,Confirmed Eruption,1982.0,3.0,29.0,1982.0,3.0,29.0,50.861000000000004,155.565
341120,"Chichon, El",10610,Confirmed Eruption,1982.0,3.0,28.0,1982.0,9.0,11.0,17.36,-93.228
300260,Klyuchevskoy,19463,Confirmed Eruption,1982.0,3.0,24.0,1982.0,5.0,2.0,56.056000000000004,160.642
333010,Teahitia,10299,Confirmed Eruption,1982.0,3.0,16.0,1982.0,5.0,19.0,-17.564,-148.821
261140,Marapi,15470,Confirmed Eruption,1982.0,3.0,10.0,1982.0,5.0,16.0,-0.38,100.47399999999999
284120,Ioto,18416,Confirmed Eruption,1982.0,3.0,9.0,1982.0,3.0,10.0,24.750999999999998,141.289
333060,Macdonald,10319,Confirmed Eruption,1982.0,3.0,1.0,1982.0,6.0,6.0,-28.98,-140.25
290030,Chachadake [Tiatia],18744,Uncertain Eruption,1982.0,2.0,10.0,1982.0,2.0,14.0,44.353,146.252
311070,Gareloi,19686,Confirmed Eruption,1982.0,1.0,15.0,1982.0,1.0,15.0,51.79,-178.794
344120,Concepcion,11067,Confirmed Eruption,1982.0,1.0,15.0,1982.0,2.0,14.0,11.538,-85.62200000000001
284133,Fukujin,18440,Uncertain Eruption,1982.0,1.0,12.0,1982.0,3.0,16.0,21.93,143.47
223020,Nyamuragira,14070,Confirmed Eruption,1981.0,12.0,25.0,1982.0,1.0,14.0,-1.4080000000000001,29.2
300260,Klyuchevskoy,19462,Uncertain Eruption,1981.0,12.0,21.0,,,,56.056000000000004,160.642
211060,Etna,13810,Confirmed Eruption,1981.0,11.0,26.0,1981.0,11.0,26.0,37.748000000000005,14.999
290390,Alaid,18888,Confirmed Eruption,1981.0,11.0,25.0,,,,50.861000000000004,155.565
344040,Telica,10931,Confirmed Eruption,1981.0,11.0,25.0,1982.0,3.0,2.0,12.606,-86.84
373080,Krafla,12952,Confirmed Eruption,1981.0,11.0,18.0,1981.0,11.0,23.0,65.715,-16.727999999999998
241100,Ruapehu,14649,Confirmed Eruption,1981.0,10.0,25.0,1982.0,4.0,12.0,-39.28,175.57
312030,Pavlof,20145,Confirmed Eruption,1981.0,9.0,25.0,1981.0,9.0,27.0,55.417,-161.894
311360,Shishaldin,20089,Uncertain Eruption,1981.0,9.0,25.0,,,,54.756,-163.97
255060,Kavachi,15169,Uncertain Eruption,1981.0,9.0,15.0,,,,-8.991,157.97899999999998
352020,Guagua Pichincha,11491,Confirmed Eruption,1981.0,8.0,31.0,1982.0,11.0,16.0,-0.171,-78.598
353010,Fernandina,11671,Confirmed Eruption,1981.0,8.0,1.0,,,,-0.37,-91.55
257020,Gaua,15229,Confirmed Eruption,1981.0,7.0,9.0,1981.0,7.0,9.0,-14.27,167.5
263200,Dieng Volcanic Complex,15787,Confirmed Eruption,1981.0,7.0,2.0,,,,-7.2,109.87899999999999
282110,Asosan,17341,Confirmed Eruption,1981.0,6.0,15.0,1981.0,6.0,15.0,32.884,131.10399999999998
300250,Bezymianny,19360,Confirmed Eruption,1981.0,6.0,12.0,1983.0,5.0,22.0,55.972,160.595
290030,Chachadake [Tiatia],18743,Confirmed Eruption,1981.0,6.0,10.0,1981.0,6.0,25.0,44.353,146.252
241050,Okataina,14526,Confirmed Eruption,1981.0,5.0,16.0,1981.0,5.0,16.0,-38.12,176.5
284170,Pagan,18515,Confirmed Eruption,1981.0,5.0,15.0,1985.0,5.0,1.0,18.13,145.8
290390,Alaid,18887,Confirmed Eruption,1981.0,4.0,27.0,1981.0,6.0,5.0,50.861000000000004,155.565
262000,Krakatau,15615,Confirmed Eruption,1981.0,4.0,24.0,1981.0,10.0,20.0,-6.102,105.42299999999999
273010,Bulusan,16766,Confirmed Eruption,1981.0,4.0,9.0,1981.0,4.0,27.0,12.769,124.056
372070,Hekla,12752,Confirmed Eruption,1981.0,4.0,9.0,1981.0,4.0,16.0,63.983000000000004,-19.666
312030,Pavlof,20144,Confirmed Eruption,1981.0,3.0,30.0,1981.0,5.0,28.0,55.417,-161.894
311290,Okmok,19848,Confirmed Eruption,1981.0,3.0,24.0,1981.0,3.0,24.0,53.43,-168.13
211060,Etna,13809,Confirmed Eruption,1981.0,3.0,17.0,1981.0,3.0,23.0,37.748000000000005,14.999
345040,Poas,11182,Confirmed Eruption,1981.0,3.0,16.0,1981.0,5.0,16.0,10.2,-84.23299999999999
333040,Mehetia,10307,Uncertain Eruption,1981.0,3.0,5.0,1981.0,12.0,16.0,-17.874000000000002,-148.06799999999998
268040,Gamkonora,16593,Confirmed Eruption,1981.0,3.0,4.0,1981.0,7.0,25.0,1.38,127.53
285040,Shikotsu,18633,Confirmed Eruption,1981.0,2.0,27.0,1981.0,2.0,27.0,42.688,141.38
257040,Ambrym,15283,Confirmed Eruption,1981.0,2.0,20.0,1981.0,9.0,30.0,-16.25,168.12
344040,Telica,10930,Confirmed Eruption,1981.0,2.0,16.0,,,,12.606,-86.84
233020,"Fournaise, Piton de la",14370,Confirmed Eruption,1981.0,2.0,3.0,1981.0,5.0,5.0,-21.244,55.708
373080,Krafla,12951,Confirmed Eruption,1981.0,1.0,30.0,1981.0,2.0,4.0,65.715,-16.727999999999998
211060,Etna,13808,Confirmed Eruption,1981.0,1.0,26.0,1981.0,3.0,5.0,37.748000000000005,14.999
300260,Klyuchevskoy,19461,Confirmed Eruption,1981.0,1.0,25.0,1981.0,8.0,4.0,56.056000000000004,160.642
284133,Fukujin,18439,Uncertain Eruption,1981.0,1.0,7.0,1981.0,1.0,8.0,21.93,143.47
345040,Poas,11181,Confirmed Eruption,1980.0,12.0,26.0,1980.0,12.0,26.0,10.2,-84.23299999999999
284070,Myojinsho,18326,Uncertain Eruption,1980.0,11.0,15.0,1980.0,12.0,23.0,31.888,139.918
333060,Macdonald,10318,Confirmed Eruption,1980.0,11.0,10.0,1981.0,2.0,15.0,-28.98,-140.25
312030,Pavlof,20143,Confirmed Eruption,1980.0,11.0,8.0,1980.0,11.0,13.0,55.417,-161.894
264150,Paluweh,16270,Confirmed Eruption,1980.0,11.0,5.0,1981.0,9.0,16.0,-8.32,121.708
241100,Ruapehu,14648,Confirmed Eruption,1980.0,10.0,18.0,1980.0,11.0,3.0,-39.28,175.57
357091,Callaqui,11997,Confirmed Eruption,1980.0,10.0,16.0,1980.0,10.0,16.0,-37.92,-71.45
255060,Kavachi,15168,Confirmed Eruption,1980.0,10.0,7.0,1981.0,2.0,25.0,-8.991,157.97899999999998
252120,Ulawun,15054,Confirmed Eruption,1980.0,10.0,6.0,1980.0,10.0,7.0,-5.05,151.33
282050,Kuchinoerabujima,16979,Confirmed Eruption,1980.0,9.0,28.0,1980.0,9.0,28.0,30.443,130.217
282110,Asosan,17340,Confirmed Eruption,1980.0,9.0,24.0,1980.0,9.0,24.0,32.884,131.10399999999998
234070,Marion Island,14413,Confirmed Eruption,1980.0,9.0,16.0,,,,-46.9,37.75
345040,Poas,11180,Confirmed Eruption,1980.0,9.0,12.0,1980.0,9.0,12.0,10.2,-84.23299999999999
268060,Gamalama,16667,Confirmed Eruption,1980.0,9.0,4.0,1980.0,9.0,23.0,0.8,127.33
300270,Sheveluch,19580,Confirmed Eruption,1980.0,8.0,23.0,1981.0,12.0,1.0,56.653,161.36
300250,Bezymianny,19356,Confirmed Eruption,1980.0,8.0,21.0,1980.0,8.0,27.0,55.972,160.595
257070,Kuwae,15350,Uncertain Eruption,1980.0,8.0,20.0,,,,-16.829,168.53599999999997
372070,Hekla,12751,Confirmed Eruption,1980.0,8.0,17.0,1980.0,8.0,20.0,63.983000000000004,-19.666
272020,Kanlaon,16735,Confirmed Eruption,1980.0,8.0,8.0,,,,10.412,123.132
311070,Gareloi,19685,Confirmed Eruption,1980.0,8.0,7.0,1980.0,9.0,17.0,51.79,-178.794
211060,Etna,13807,Confirmed Eruption,1980.0,7.0,8.0,1980.0,9.0,26.0,37.748000000000005,14.999
284096,Nishinoshima,18361,Uncertain Eruption,1980.0,7.0,7.0,1981.0,7.0,2.0,27.247,140.874
312030,Pavlof,20142,Confirmed Eruption,1980.0,7.0,6.0,,,,55.417,-161.894
311320,Akutan,20028,Confirmed Eruption,1980.0,7.0,3.0,1980.0,7.0,8.0,54.13399999999999,-165.986
257020,Gaua,15228,Confirmed Eruption,1980.0,7.0,2.0,,,,-14.27,167.5
357120,Villarrica,12167,Confirmed Eruption,1980.0,6.0,20.0,1980.0,9.0,24.0,-39.42,-71.93
390050,Seal Nunataks Group,13200,Uncertain Eruption,1980.0,6.0,15.0,,,,-65.03,-60.05
300070,Gorely,19024,Confirmed Eruption,1980.0,6.0,15.0,1981.0,7.0,3.0,52.559,158.03
263310,Tengger Caldera,16056,Confirmed Eruption,1980.0,6.0,5.0,1980.0,9.0,20.0,-7.942,112.95
290270,Ekarma,18832,Confirmed Eruption,1980.0,5.0,24.0,,,,48.958,153.93
257040,Ambrym,15282,Confirmed Eruption,1980.0,5.0,16.0,1980.0,8.0,18.0,-16.25,168.12
311310,Makushin,19988,Confirmed Eruption,1980.0,5.0,1.0,,,,53.891000000000005,-166.923
300250,Bezymianny,19355,Confirmed Eruption,1980.0,4.0,18.0,1980.0,4.0,19.0,55.972,160.595
257050,Lopevi,15314,Confirmed Eruption,1980.0,4.0,15.0,1980.0,8.0,20.0,-16.507,168.34599999999998
261140,Marapi,15469,Confirmed Eruption,1980.0,3.0,29.0,,,,-0.38,100.47399999999999
321050,St. Helens,20557,Confirmed Eruption,1980.0,3.0,27.0,1986.0,10.0,28.0,46.2,-122.18
267020,Karangetang,16531,Confirmed Eruption,1980.0,3.0,24.0,1980.0,9.0,13.0,2.781,125.40700000000001
373080,Krafla,12950,Confirmed Eruption,1980.0,3.0,16.0,1980.0,10.0,23.0,65.715,-16.727999999999998
262000,Krakatau,15614,Confirmed Eruption,1980.0,3.0,15.0,1980.0,12.0,16.0,-6.102,105.42299999999999
284120,Ioto,18415,Confirmed Eruption,1980.0,3.0,13.0,1980.0,3.0,13.0,24.750999999999998,141.289
332010,Kilauea,10116,Confirmed Eruption,1980.0,3.0,11.0,1980.0,3.0,11.0,19.421,-155.287
333060,Macdonald,10317,Confirmed Eruption,1980.0,2.0,12.0,1980.0,2.0,13.0,-28.98,-140.25
223020,Nyamuragira,14069,Confirmed Eruption,1980.0,1.0,30.0,1980.0,2.0,24.0,-1.4080000000000001,29.2
242050,Monowai,14708,Confirmed Eruption,1980.0,1.0,16.0,1980.0,1.0,16.0,-25.886999999999997,-177.188
241100,Ruapehu,14647,Confirmed Eruption,1980.0,1.0,15.0,1980.0,3.0,27.0,-39.28,175.57
357010,Tupungatito,20561,Confirmed Eruption,1980.0,1.0,10.0,1980.0,1.0,11.0,-33.425,-69.797
251030,Karkar,14949,Uncertain Eruption,1980.0,1.0,7.0,1980.0,1.0,17.0,-4.649,145.964
273010,Bulusan,16765,Confirmed Eruption,1979.0,12.0,27.0,1980.0,9.0,28.0,12.769,124.056
332010,Kilauea,10115,Confirmed Eruption,1979.0,11.0,16.0,1979.0,11.0,17.0,19.421,-155.287
284141,Ahyi,18470,Uncertain Eruption,1979.0,11.0,15.0,,,,20.42,145.03
353050,"Negra, Sierra",11712,Confirmed Eruption,1979.0,11.0,13.0,1980.0,1.0,14.0,-0.83,-91.17
283040,Ontakesan,17457,Confirmed Eruption,1979.0,10.0,28.0,1980.0,4.0,25.0,35.893,137.48
357110,Llaima,12065,Confirmed Eruption,1979.0,10.0,15.0,1979.0,11.0,28.0,-38.692,-71.729
333060,Macdonald,10316,Confirmed Eruption,1979.0,9.0,30.0,1979.0,9.0,30.0,-28.98,-140.25
300250,Bezymianny,19354,Confirmed Eruption,1979.0,9.0,18.0,,,,55.972,160.595
257070,Kuwae,15349,Uncertain Eruption,1979.0,9.0,16.0,,,,-16.829,168.53599999999997
345040,Poas,11179,Confirmed Eruption,1979.0,9.0,8.0,1980.0,1.0,16.0,10.2,-84.23299999999999
211060,Etna,13806,Confirmed Eruption,1979.0,7.0,16.0,1980.0,9.0,1.0,37.748000000000005,14.999
262000,Krakatau,15613,Confirmed Eruption,1979.0,7.0,15.0,1979.0,11.0,16.0,-6.102,105.42299999999999
284070,Myojinsho,18325,Uncertain Eruption,1979.0,7.0,13.0,,,,31.888,139.918
284132,Nikko,18430,Uncertain Eruption,1979.0,7.0,12.0,,,,23.078000000000003,142.326
211060,Etna,13805,Confirmed Eruption,1979.0,7.0,3.0,1992.0,12.0,16.0,37.748000000000005,14.999
257060,Epi,15095,Confirmed Eruption,1979.0,7.0,2.0,,,,-16.68,168.37
257050,Lopevi,15313,Confirmed Eruption,1979.0,7.0,2.0,1979.0,9.0,12.0,-16.507,168.34599999999998
261030,Peuet Sague,15392,Confirmed Eruption,1979.0,7.0,2.0,,,,4.9030000000000005,96.289
241100,Ruapehu,14646,Confirmed Eruption,1979.0,6.0,30.0,1979.0,7.0,15.0,-39.28,175.57
257040,Ambrym,15281,Confirmed Eruption,1979.0,6.0,6.0,1979.0,9.0,16.0,-16.25,168.12
282110,Asosan,17339,Confirmed Eruption,1979.0,6.0,5.0,1980.0,3.0,8.0,32.884,131.10399999999998
267020,Karangetang,16530,Confirmed Eruption,1979.0,5.0,31.0,1979.0,5.0,31.0,2.781,125.40700000000001
233020,"Fournaise, Piton de la",14369,Confirmed Eruption,1979.0,5.0,28.0,1979.0,7.0,14.0,-21.244,55.708
243102,Curacoa,14776,Confirmed Eruption,1979.0,5.0,14.0,,,,-15.62,-173.67
243070,Lateiki,14765,Confirmed Eruption,1979.0,5.0,10.0,1979.0,7.0,21.0,-19.18,-174.87
284133,Fukujin,18438,Uncertain Eruption,1979.0,4.0,26.0,1980.0,5.0,12.0,21.93,143.47
290260,Chirinkotan,18828,Confirmed Eruption,1979.0,4.0,16.0,1980.0,10.0,10.0,48.98,153.48
357140,Carran-Los Venados,12189,Confirmed Eruption,1979.0,4.0,14.0,1979.0,5.0,20.0,-40.35,-72.07
360150,Soufriere St. Vincent,12455,Confirmed Eruption,1979.0,4.0,13.0,1979.0,10.0,26.0,13.33,-61.18
358059,Arenales,12300,Confirmed Eruption,1979.0,3.0,8.0,,,,-47.2,-73.48
358060,Lautaro,12322,Confirmed Eruption,1979.0,3.0,8.0,,,,-49.019,-73.50399999999999
263200,Dieng Volcanic Complex,15786,Confirmed Eruption,1979.0,2.0,20.0,1979.0,2.0,20.0,-7.2,109.87899999999999
282090,Kirishimayama,17161,Confirmed Eruption,1979.0,2.0,16.0,,,,31.934,130.862
242050,Monowai,14707,Confirmed Eruption,1979.0,2.0,16.0,1979.0,4.0,19.0,-25.886999999999997,-177.188
311360,Shishaldin,20088,Confirmed Eruption,1979.0,2.0,16.0,,,,54.756,-163.97
300250,Bezymianny,19353,Confirmed Eruption,1979.0,2.0,11.0,,,,55.972,160.595
311340,Westdahl,20045,Uncertain Eruption,1979.0,2.0,8.0,1979.0,2.0,9.0,54.516000000000005,-164.65
353060,"Azul, Cerro",11728,Confirmed Eruption,1979.0,1.0,29.0,1979.0,3.0,4.0,-0.92,-91.40799999999999
257040,Ambrym,15280,Confirmed Eruption,1979.0,1.0,26.0,1979.0,2.0,18.0,-16.25,168.12
251030,Karkar,14948,Confirmed Eruption,1979.0,1.0,12.0,1979.0,8.0,9.0,-4.649,145.964
285040,Shikotsu,18632,Confirmed Eruption,1978.0,12.0,12.0,1979.0,5.0,11.0,42.688,141.38
284120,Ioto,18414,Confirmed Eruption,1978.0,12.0,11.0,1978.0,12.0,11.0,24.750999999999998,141.289
257050,Lopevi,15312,Confirmed Eruption,1978.0,11.0,22.0,1979.0,3.0,16.0,-16.507,168.34599999999998
284096,Nishinoshima,18360,Uncertain Eruption,1978.0,11.0,16.0,1979.0,7.0,2.0,27.247,140.874
313020,Iliamna,20288,Discredited Eruption,1978.0,11.0,7.0,1978.0,11.0,7.0,60.032,-153.09
221126,Ardoukoba,13946,Confirmed Eruption,1978.0,11.0,7.0,1978.0,11.0,14.0,11.58,42.47
311320,Akutan,20027,Confirmed Eruption,1978.0,9.0,25.0,1978.0,10.0,16.0,54.13399999999999,-165.986
345040,Poas,11178,Confirmed Eruption,1978.0,9.0,22.0,1978.0,12.0,16.0,10.2,-84.23299999999999
300250,Bezymianny,19352,Confirmed Eruption,1978.0,9.0,8.0,,,,55.972,160.595
284133,Fukujin,18437,Uncertain Eruption,1978.0,8.0,24.0,1978.0,8.0,25.0,21.93,143.47
353010,Fernandina,11670,Confirmed Eruption,1978.0,8.0,8.0,1978.0,8.0,26.0,-0.37,-91.55
273010,Bulusan,16764,Confirmed Eruption,1978.0,7.0,29.0,1978.0,8.0,14.0,12.769,124.056
290030,Chachadake [Tiatia],18742,Confirmed Eruption,1978.0,7.0,20.0,,,,44.353,146.252
262000,Krakatau,15612,Confirmed Eruption,1978.0,7.0,10.0,1978.0,11.0,16.0,-6.102,105.42299999999999
272020,Kanlaon,16734,Confirmed Eruption,1978.0,6.0,27.0,1978.0,9.0,2.0,10.412,123.132
255060,Kavachi,15167,Confirmed Eruption,1978.0,6.0,21.0,1978.0,7.0,22.0,-8.991,157.97899999999998
358060,Lautaro,12321,Confirmed Eruption,1978.0,6.0,16.0,,,,-49.019,-73.50399999999999
285040,Shikotsu,18631,Confirmed Eruption,1978.0,5.0,14.0,1978.0,5.0,17.0,42.688,141.38
252120,Ulawun,15053,Confirmed Eruption,1978.0,5.0,7.0,1978.0,5.0,14.0,-5.05,151.33
211060,Etna,13804,Confirmed Eruption,1978.0,4.0,29.0,1978.0,11.0,30.0,37.748000000000005,14.999
