volcano_number,volcano_name,eruption_number,event_number,event_type
211060,Etna,13494,100843,Ash
211060,Etna,13494,100844,Scoria
211060,Etna,13494,100845,Pyroclastic flow
211060,Etna,13494,100846,Blocks
211060,Etna,13495,100848,Explosion
211060,Etna,13495,100849,Lava flow(s)
211060,Etna,13497,100852,Explosion
211060,Etna,13497,100853,Lava flow(s)
211060,Etna,13497,100854,Property damage
211060,Etna,13499,100857,Explosion
211060,Etna,13499,100858,Lava flow(s)
211060,Etna,13499,100859,Property damage
211060,Etna,13499,100860,Lava flow(s)
211060,Etna,13500,100862,Explosion
211060,Etna,13500,100863,Lava flow(s)
211060,Etna,13500,100864,Property damage
211060,Etna,13507,100866,Explosion
211060,Etna,13509,100870,Explosion
211060,Etna,13509,100871,Lava flow(s)
211060,Etna,13509,100872,Lightning
211060,Etna,13510,100875,Explosion
211060,Etna,13510,100876,Ash
211060,Etna,13510,100877,Lava flow(s)
211060,Etna,13510,100878,Property damage
211060,Etna,13510,100879,Eruption cloud
211060,Etna,13510,100880,Earthquakes (undefined)
211060,Etna,13510,100881,Lava flow(s)
211060,Etna,13511,100883,Explosion
211060,Etna,13512,100885,Explosion
211060,Etna,13513,100888,Explosion
211060,Etna,13513,100889,Ash
211060,Etna,13513,100890,Scoria
211060,Etna,13513,100891,Lava flow(s)
211060,Etna,13513,100892,Property damage
211060,Etna,13513,100893,Fatalities
211060,Etna,13513,100894,Evacuations
211060,Etna,13513,100895,Loud audible noises
211060,Etna,13513,100896,Seismicity (volcanic)
211060,Etna,13513,100897,Partial collapse at end of eruption
211060,Etna,13524,100898,Bombs
211060,Etna,13524,100899,Lava fountains
211060,Etna,13525,100901,Explosion
211060,Etna,13525,100902,Tephra
211060,Etna,13525,100903,Lava flow(s)
211060,Etna,13525,100904,Property damage
213020,Nemrut Dagi,13526,100906,Lava flow(s)
213020,Nemrut Dagi,13526,100907,Lava fountains
213020,Nemrut Dagi,13527,100910,Explosion
213020,Nemrut Dagi,13527,100911,Loud audible noises
213020,Nemrut Dagi,13527,100912,Pumice
213020,Nemrut Dagi,13527,100913,Blocks
263310,Tengger Caldera,13528,100915,Explosion
263310,Tengger Caldera,13528,100916,Ash
263310,Tengger Caldera,13529,100918,Ash
213020,Nemrut Dagi,13530,100919,Explosion
213020,Nemrut Dagi,13530,100920,Ash
213020,Nemrut Dagi,13530,100921,Earthquakes (undefined)
213030,Tenduruk Dagi,13531,100923,Lava flow(s)
213030,Tenduruk Dagi,13532,100924,Explosion
213030,Tenduruk Dagi,13532,100925,Ash
213040,Ararat,13533,100927,Explosion
213040,Ararat,13533,100928,Pyroclastic flow
213040,Ararat,13533,100929,Lava flow(s)
213040,Ararat,13533,100930,Property damage
241080,Tongariro,13547,100931,Ash
241080,Tongariro,13548,100933,Explosion
241080,Tongariro,13548,100934,Ash
241080,Tongariro,13548,100935,Earthquakes (undefined)
241080,Tongariro,13549,100937,Explosion
241080,Tongariro,13549,100938,Ash
241080,Tongariro,13550,100940,Phreatic activity
241080,Tongariro,13551,100942,Explosion
241080,Tongariro,13551,100943,Ash
241080,Tongariro,13552,100945,Explosion
241080,Tongariro,13552,100946,Ash
241080,Tongariro,13553,100948,Explosion
241080,Tongariro,13553,100949,Scoria
241080,Tongariro,13553,100950,Lava flow(s)
241080,Tongariro,13553,100951,Earthquakes (undefined)
241080,Tongariro,13554,100953,Explosion
241080,Tongariro,13555,100955,Explosion
241080,Tongariro,13555,100956,Ash
241080,Tongariro,13555,100957,Crater formation
241080,Tongariro,13556,100959,Explosion
241080,Tongariro,13556,100960,Ash
241080,Tongariro,13557,100962,Explosion
241080,Tongariro,13557,100963,Ash
241080,Tongariro,13567,100964,Explosion
241080,Tongariro,13567,100965,Ash
241080,Tongariro,13568,100967,Explosion
241080,Tongariro,13568,100968,Ash
241080,Tongariro,13569,100970,Explosion
241080,Tongariro,13569,100971,Ash
241080,Tongariro,13570,100973,Explosion
241080,Tongariro,13570,100974,Ash
263300,Semeru,13571,100976,Explosion
263300,Semeru,13571,100977,Ash
263300,Semeru,13571,100978,Lava flow(s)
263300,Semeru,13572,100980,Explosion
263300,Semeru,13572,100981,Ash
263300,Semeru,13572,100982,Evacuations
263300,Semeru,13573,100984,Explosion
263300,Semeru,13574,100986,Explosion
263300,Semeru,13575,100988,Explosion
263300,Semeru,13575,100989,Ash
263300,Semeru,13575,100990,Loud audible noises
263300,Semeru,13576,100992,Explosion
263300,Semeru,13576,100993,Ash
263300,Semeru,13577,100995,Explosion
263300,Semeru,13577,100996,Earthquakes (undefined)
266030,Soputan,13585,100997,Explosion
266030,Soputan,13585,100998,Lava flow(s)
266030,Soputan,13585,100999,Crater formation
266030,Soputan,13586,101001,Explosion
266030,Soputan,13586,101002,Earthquakes (undefined)
266030,Soputan,13587,101004,Explosion
266030,Soputan,13587,101005,Lava flow(s)
266030,Soputan,13588,101007,Explosion
266030,Soputan,13588,101008,Lava flow(s)
266030,Soputan,13589,101010,Explosion
266030,Soputan,13589,101011,Lava flow(s)
266030,Soputan,13590,101013,Explosion
266030,Soputan,13591,101015,Lava flow(s)
266030,Soputan,13591,101016,Lava dome formation
266030,Soputan,13592,101018,Explosion
266030,Soputan,13593,101020,Explosion
266030,Soputan,13593,101021,Ash
266030,Soputan,13593,101022,Bombs
266030,Soputan,13593,101023,Lava flow(s)
266030,Soputan,13594,101025,Explosion
266030,Soputan,13595,101027,Explosion
266030,Soputan,13596,101029,Explosion
273030,Mayon,13603,101030,Explosion
273030,Mayon,13603,101031,Ash
273030,Mayon,13603,101032,Pyroclastic flow
273030,Mayon,13603,101033,Property damage
273030,Mayon,13603,101034,Fatalities
273030,Mayon,13603,101035,Blocks
273030,Mayon,13604,101037,Explosion
273030,Mayon,13604,101038,Ash
273030,Mayon,13604,101039,Pyroclastic flow
273030,Mayon,13604,101040,Earthquakes (undefined)
273030,Mayon,13604,101041,Blocks
273030,Mayon,13605,101044,Explosion
273030,Mayon,13605,101045,Ash
273030,Mayon,13605,101046,Lapilli
273030,Mayon,13605,101047,Bombs
273030,Mayon,13605,101048,Pyroclastic flow
273030,Mayon,13605,101049,Property damage
273030,Mayon,13605,101050,Fatalities
273030,Mayon,13605,101051,Lahar or mudflow
273030,Mayon,13605,101052,Eruption cloud
273030,Mayon,13605,101053,Earthquakes (undefined)
273030,Mayon,13605,101054,Lightning
273030,Mayon,13605,101055,Pumice
273030,Mayon,13605,101056,Blocks
273030,Mayon,13606,101058,Explosion
273030,Mayon,13606,101059,Property damage
273030,Mayon,13606,101060,Lahar or mudflow
273030,Mayon,13606,101061,Lava fountains
273030,Mayon,13606,101062,Eruption cloud
273030,Mayon,13612,101063,Blocks
273030,Mayon,13613,101065,Explosion
273030,Mayon,13613,101066,Lava flow(s)
273030,Mayon,13614,101068,Explosion
273030,Mayon,13614,101069,Ash
273030,Mayon,13615,101071,Explosion
273030,Mayon,13615,101072,Pyroclastic flow
273030,Mayon,13615,101073,Lava flow(s)
273030,Mayon,13615,101074,Spine formation
273030,Mayon,13615,101075,Property damage
273030,Mayon,13615,101076,Fatalities
273030,Mayon,13615,101077,Lahar or mudflow
273030,Mayon,13615,101078,Lava fountains
273030,Mayon,13615,101079,Earthquakes (undefined)
211060,Etna,13616,101082,Explosion
211060,Etna,13616,101083,Lava flow(s)
211060,Etna,13616,101084,Earthquakes (undefined)
211060,Etna,13617,101085,Lava flow(s)
211060,Etna,13618,101087,Explosion
211060,Etna,13618,101088,Lava flow(s)
211060,Etna,13619,101090,Explosion
211060,Etna,13620,101092,Explosion
211060,Etna,13644,101099,Explosion
211060,Etna,13644,101100,Lava flow(s)
211060,Etna,13644,101101,Property damage
211060,Etna,13644,101102,Earthquakes (undefined)
211060,Etna,13648,101107,Lava flow(s)
211060,Etna,13648,101108,Property damage
211060,Etna,13648,101109,Lava flow(s)
211060,Etna,13650,101112,Lava flow(s)
211060,Etna,13650,101113,Earthquakes (undefined)
211060,Etna,13652,101117,Ash
211060,Etna,13652,101118,Bombs
211060,Etna,13652,101119,Lava flow(s)
211060,Etna,13652,101120,Property damage
211060,Etna,13652,101121,Fatalities
211060,Etna,13652,101122,Tsunami
211060,Etna,13652,101123,Crater formation
211060,Etna,13652,101124,Earthquakes (undefined)
211060,Etna,13652,101125,Fauna kill
211060,Etna,13652,101126,Lava flow(s)
211060,Etna,13653,101128,Explosion
211060,Etna,13665,101132,Explosion
211060,Etna,13665,101133,Ash
211060,Etna,13665,101134,Lava flow(s)
211060,Etna,13665,101135,Property damage
211060,Etna,13665,101136,Fatalities
211060,Etna,13665,101137,Lahar or mudflow
211060,Etna,13665,101138,Cinder cone formation
211060,Etna,13665,101139,Crater formation
211060,Etna,13665,101140,Earthquakes (undefined)
211060,Etna,13666,101143,Explosion
211060,Etna,13666,101144,Ash
211060,Etna,13666,101145,Lava flow(s)
211060,Etna,13666,101146,Property damage
211060,Etna,13666,101147,Loud audible noises
211060,Etna,13666,101148,Crater formation
211060,Etna,13666,101149,Earthquakes (undefined)
211060,Etna,13666,101150,Partial collapse at end of eruption
211060,Etna,13667,101152,Explosion
211060,Etna,13668,101154,Explosion
211060,Etna,13671,101159,Explosion
211060,Etna,13671,101160,Lava flow(s)
211060,Etna,13671,101161,Property damage
211060,Etna,13683,101164,Explosion
211060,Etna,13683,101165,Lava flow(s)
211060,Etna,13683,101166,Earthquakes (undefined)
263340,Raung,13684,101168,Explosion
263340,Raung,13685,101170,Explosion
263340,Raung,13686,101172,Explosion
211060,Etna,13687,101175,Explosion
211060,Etna,13687,101176,Lava flow(s)
211060,Etna,13687,101177,Property damage
211060,Etna,13687,101178,Cinder cone formation
211060,Etna,13687,101179,Earthquakes (undefined)
211060,Etna,13689,101182,Explosion
211060,Etna,13689,101183,Scoria
211060,Etna,13689,101184,Lava flow(s)
211060,Etna,13689,101185,Cinder cone formation
211060,Etna,13690,101187,Explosion
211060,Etna,13690,101188,Lava flow(s)
211060,Etna,13690,101189,Property damage
211060,Etna,13690,101190,Cinder cone formation
211060,Etna,13691,101193,Explosion
211060,Etna,13691,101194,Lava flow(s)
211060,Etna,13697,101196,Explosion
211060,Etna,13697,101197,Lava flow(s)
211060,Etna,13697,101198,Earthquakes (undefined)
211060,Etna,13698,101200,Explosion
211060,Etna,13698,101201,Ash
211060,Etna,13698,101202,Property damage
211060,Etna,13698,101203,Earthquakes (undefined)
211060,Etna,13699,101206,Explosion
211060,Etna,13699,101207,Lava flow(s)
211060,Etna,13699,101208,Property damage
211060,Etna,13699,101209,Earthquakes (undefined)
211060,Etna,13700,101211,Explosion
211060,Etna,13700,101212,Lava flow(s)
211060,Etna,13700,101213,Property damage
211060,Etna,13700,101214,Earthquakes (undefined)
211060,Etna,13701,101216,Explosion
211060,Etna,13701,101217,Lava flow(s)
211060,Etna,13701,101218,Property damage
264100,Ebulobo,13703,101221,Lava flow(s)
264100,Ebulobo,13704,101223,Ash
264110,Iya,13706,101226,Explosion
211060,Etna,13713,101229,Explosion
211060,Etna,13713,101230,Ash
211060,Etna,13713,101231,Lava flow(s)
211060,Etna,13713,101232,Property damage
211060,Etna,13713,101233,Lava fountains
211060,Etna,13713,101234,Cinder cone formation
211060,Etna,13713,101235,Earthquakes (undefined)
264110,Iya,13714,101237,Explosion
264110,Iya,13715,101239,Explosion
211060,Etna,13716,101241,Explosion
211060,Etna,13716,101242,Lava flow(s)
211060,Etna,13717,101245,Explosion
211060,Etna,13717,101246,Phreatic activity
211060,Etna,13717,101247,Lava flow(s)
211060,Etna,13717,101248,Property damage
211060,Etna,13717,101249,Cinder cone formation
211060,Etna,13717,101250,Earthquakes (undefined)
211060,Etna,13717,101251,Earthquakes (undefined)
211060,Etna,13718,101253,Explosion
211060,Etna,13719,101255,Explosion
211060,Etna,13720,101257,Explosion
211060,Etna,13721,101260,Explosion
211060,Etna,13727,101261,Phreatic activity
211060,Etna,13727,101262,Lava flow(s)
211060,Etna,13727,101263,Property damage
211060,Etna,13727,101264,Earthquakes (undefined)
211060,Etna,13727,101265,Blocks
211060,Etna,13728,101267,Explosion
211060,Etna,13728,101268,Ash
211060,Etna,13728,101269,Scoria
211060,Etna,13728,101270,Lava flow(s)
211060,Etna,13728,101271,Lava fountains
211060,Etna,13728,101272,Earthquakes (undefined)
211060,Etna,13728,101273,Lightning
211060,Etna,13729,101276,Explosion
211060,Etna,13729,101277,Lava flow(s)
211060,Etna,13730,101279,Explosion
211060,Etna,13730,101280,Lava flow(s)
211060,Etna,13730,101281,Lava fountains
211060,Etna,13731,101284,Explosion
211060,Etna,13731,101285,Ash
211060,Etna,13731,101286,Scoria
211060,Etna,13731,101287,Lava flow(s)
211060,Etna,13731,101288,Property damage
211060,Etna,13731,101289,Loud audible noises
211060,Etna,13731,101290,Cinder cone formation
211060,Etna,13731,101291,Crater formation
211060,Etna,13731,101292,Earthquakes (undefined)
211060,Etna,13738,101294,Lava fountains
211060,Etna,13738,101295,Cinder cone formation
211060,Etna,13739,101298,Explosion
211060,Etna,13739,101299,Ash
211060,Etna,13739,101300,Scoria
211060,Etna,13739,101301,Lava flow(s)
211060,Etna,13739,101302,Property damage
211060,Etna,13739,101303,Fatalities
211060,Etna,13739,101304,Earthquakes (undefined)
211060,Etna,13739,101305,Earthquakes (undefined)
211060,Etna,13739,101306,Partial collapse at end of eruption
211060,Etna,13740,101309,Explosion
211060,Etna,13740,101310,Ash
211060,Etna,13740,101311,Scoria
211060,Etna,13740,101312,Lava flow(s)
211060,Etna,13740,101313,Property damage
211060,Etna,13740,101314,Cinder cone formation
211060,Etna,13740,101315,Earthquakes (undefined)
211060,Etna,13741,101317,Explosion
211060,Etna,13742,101319,Explosion
211060,Etna,13742,101320,Ash
211060,Etna,13742,101321,Lapilli
211060,Etna,13742,101322,Bombs
211060,Etna,13742,101323,Lava flow(s)
211060,Etna,13742,101324,Property damage
211060,Etna,13742,101325,Lava fountains
211060,Etna,13749,101327,Earthquakes (undefined)
211060,Etna,13749,101328,Earthquakes (undefined)
266100,Lokon-Empung,13750,101330,Explosion
266100,Lokon-Empung,13750,101331,Phreatic activity
266100,Lokon-Empung,13751,101333,Explosion
266100,Lokon-Empung,13751,101334,Ash
266100,Lokon-Empung,13752,101336,Phreatic activity
211060,Etna,13753,101338,Explosion
211060,Etna,13753,101339,Tephra
211060,Etna,13753,101340,Lava flow(s)
211060,Etna,13753,101341,Property damage
211060,Etna,13753,101342,Cinder cone formation
211060,Etna,13753,101343,Earthquakes (undefined)
211060,Etna,13753,101344,Earthquakes (undefined)
211060,Etna,13754,101346,Explosion
211060,Etna,13754,101347,Tephra
211060,Etna,13754,101348,Lava flow(s)
211060,Etna,13754,101349,Earthquakes (undefined)
211060,Etna,13755,101351,Explosion
211060,Etna,13755,101352,Ash
211060,Etna,13756,101355,Explosion
211060,Etna,13756,101356,Ash
211060,Etna,13756,101357,Lava flow(s)
211060,Etna,13756,101358,Property damage
211060,Etna,13756,101359,Cinder cone formation
211060,Etna,13763,101360,Lava flow(s)
211060,Etna,13763,101361,Earthquakes (undefined)
211060,Etna,13764,101363,Explosion
211060,Etna,13764,101364,Ash
211060,Etna,13764,101365,Lapilli
211060,Etna,13764,101366,Phreatic activity
211060,Etna,13764,101367,Property damage
211060,Etna,13764,101368,Earthquakes (undefined)
211060,Etna,13765,101370,Explosion
211060,Etna,13765,101371,Ash
211060,Etna,13765,101372,Lava flow(s)
211060,Etna,13765,101373,Phreatomagmatic eruption
211060,Etna,13766,101376,Explosion
211060,Etna,13766,101377,Tephra
211060,Etna,13766,101378,Lava flow(s)
211060,Etna,13766,101379,Earthquakes (undefined)
211060,Etna,13766,101380,Earthquakes (undefined)
211060,Etna,13767,101382,Explosion
211060,Etna,13768,101384,Explosion
211060,Etna,13768,101385,Ash
211060,Etna,13769,101388,Explosion
211060,Etna,13769,101389,Ash
211060,Etna,13769,101390,Scoria
211060,Etna,13769,101391,Lava flow(s)
211060,Etna,13769,101392,Property damage
211060,Etna,13778,101394,Explosion
211060,Etna,13778,101395,Lava flow(s)
211060,Etna,13779,101397,Explosion
211060,Etna,13779,101398,Lava flow(s)
211060,Etna,13780,101400,Explosion
211060,Etna,13780,101401,Ash
211060,Etna,13780,101402,Lava flow(s)
211060,Etna,13780,101403,Cinder cone formation
211060,Etna,13781,101406,Explosion
211060,Etna,13781,101407,Lava flow(s)
211060,Etna,13781,101408,Property damage
211060,Etna,13781,101409,Earthquakes (undefined)
211060,Etna,13781,101410,Earthquakes (undefined)
282090,Kirishimayama,13782,101412,Explosion
211060,Etna,13783,101414,Explosion
211060,Etna,13783,101415,Ash
211060,Etna,13783,101416,Partial collapse at end of eruption
211060,Etna,13784,101419,Explosion
211060,Etna,13784,101420,Ash
211060,Etna,13784,101421,Phreatic activity
211060,Etna,13784,101422,Lava flow(s)
211060,Etna,13784,101423,Property damage
211060,Etna,13784,101424,Flames
211060,Etna,13784,101425,Earthquakes (undefined)
211060,Etna,13791,101427,Explosion
211060,Etna,13791,101428,Ash
211060,Etna,13791,101429,Scoria
211060,Etna,13791,101430,Lava flow(s)
211060,Etna,13791,101431,Blocks
211060,Etna,13792,101433,Explosion
211060,Etna,13793,101435,Explosion
211060,Etna,13793,101436,Ash
213020,Nemrut Dagi,13794,101437,Explosion
213020,Nemrut Dagi,13794,101438,Ash
211060,Etna,13795,101441,Explosion
211060,Etna,13795,101442,Ash
211060,Etna,13795,101443,Lava flow(s)
211060,Etna,13795,101444,Property damage
211060,Etna,13795,101445,Lava fountains
211060,Etna,13795,101446,Earthquakes (undefined)
211060,Etna,13795,101447,Blocks
211060,Etna,13796,101449,Explosion
211060,Etna,13796,101450,Ash
211060,Etna,13796,101451,Scoria
211060,Etna,13796,101452,Lava flow(s)
211060,Etna,13796,101453,Earthquake (tectonic)
211060,Etna,13797,101455,Lava flow(s)
211060,Etna,13803,101459,Explosion
211060,Etna,13803,101460,Scoria
211060,Etna,13803,101461,Lava flow(s)
211060,Etna,13804,101463,Explosion
211060,Etna,13804,101464,Ash
211060,Etna,13804,101465,Bombs
211060,Etna,13804,101466,Lava flow(s)
211060,Etna,13804,101467,Lava fountains
211060,Etna,13804,101468,Crater formation
211060,Etna,13805,101470,Explosion
211060,Etna,13805,101471,Ash
211060,Etna,13805,101472,Phreatic activity
211060,Etna,13805,101473,Property damage
211060,Etna,13805,101474,Fatalities
211060,Etna,13805,101475,Earthquakes (undefined)
211060,Etna,13805,101476,Blocks
211060,Etna,13805,101477,Directed explosion
211060,Etna,13806,101480,Explosion
211060,Etna,13806,101481,Ash
211060,Etna,13806,101482,Lava flow(s)
211060,Etna,13806,101483,Property damage
211060,Etna,13806,101484,Blocks
211060,Etna,13807,101486,Explosion
211060,Etna,13807,101487,Ash
211060,Etna,13807,101488,Bombs
211060,Etna,13807,101489,Lava flow(s)
211060,Etna,13807,101490,Lava fountains
211060,Etna,13807,101491,Eruption cloud
211060,Etna,13812,101492,Explosion
211060,Etna,13812,101493,Ash
211060,Etna,13812,101494,Bombs
211060,Etna,13812,101495,Lava flow(s)
211060,Etna,13812,101496,Eruption cloud
211060,Etna,13812,101497,Cinder cone formation
211060,Etna,13812,101498,Earthquakes (undefined)
211060,Etna,13813,101500,Explosion
211060,Etna,13813,101501,Ash
211060,Etna,13813,101502,Lapilli
211060,Etna,13813,101503,Bombs
211060,Etna,13813,101504,Scoria
211060,Etna,13813,101505,Pyroclastic flow
211060,Etna,13813,101506,Lava flow(s)
211060,Etna,13813,101507,Property damage
211060,Etna,13813,101508,Fatalities
211060,Etna,13813,101509,Lava fountains
